127.0.0.1 - - [18/Jan/2023:12:51:18 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:52:18 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:52:18 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 412 679
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:52:18 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 206 6129513
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:52:26 +0530] "GET /online/homepage.jsp HTTP/1.1" 200 2253
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:52:26 +0530] "GET /fonts/fontawesome-webfont.eot? HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:52:26 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:52:26 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:52:26 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:14:02:03 +0530] "GET /online/insertsubject.jsp HTTP/1.1" 200 1117
0:0:0:0:0:0:0:1 - - [18/Jan/2023:14:02:03 +0530] "GET /online/four.jpg HTTP/1.1" 200 19397
0:0:0:0:0:0:0:1 - - [18/Jan/2023:14:03:19 +0530] "GET /online/afterlogin.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:14:03:19 +0530] "GET /online/homepage.jsp HTTP/1.1" 200 2304
0:0:0:0:0:0:0:1 - - [18/Jan/2023:14:03:20 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:14:03:20 +0530] "GET /fonts/fontawesome-webfont.eot? HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:14:03:20 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:14:03:20 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:14:03:20 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:14:03:37 +0530] "GET /online/loginuser?uname=Ravi&u_id=U001&pass=1234 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:14:03:37 +0530] "GET /online/InsertUser.jsp HTTP/1.1" 200 5955
0:0:0:0:0:0:0:1 - - [18/Jan/2023:14:03:37 +0530] "GET /online/InsertUser.jsp HTTP/1.1" 200 5955
0:0:0:0:0:0:0:1 - - [18/Jan/2023:14:03:58 +0530] "GET /online/loginuser?uname=Ravi&u_id=U001&pass=1234 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:14:03:58 +0530] "GET /online/InsertUser.jsp HTTP/1.1" 200 5955
0:0:0:0:0:0:0:1 - - [18/Jan/2023:14:03:59 +0530] "GET /online/InsertUser.jsp HTTP/1.1" 200 5955
0:0:0:0:0:0:0:1 - - [18/Jan/2023:14:07:06 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4468
0:0:0:0:0:0:0:1 - - [18/Jan/2023:14:07:07 +0530] "GET /online/min.css HTTP/1.1" 200 5624
0:0:0:0:0:0:0:1 - - [18/Jan/2023:14:07:07 +0530] "GET /online/download.png HTTP/1.1" 200 2024
0:0:0:0:0:0:0:1 - - [18/Jan/2023:14:07:20 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4468
0:0:0:0:0:0:0:1 - - [18/Jan/2023:14:07:20 +0530] "GET /online/min.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Jan/2023:21:46:03 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:46:09 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4382
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:46:20 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4382
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:46:20 +0530] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:51:01 +0530] "GET /online/homepage.jsp HTTP/1.1" 200 2304
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:51:01 +0530] "GET /fonts/fontawesome-webfont.eot? HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:51:01 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:51:01 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:51:01 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:51:01 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 206 6129513
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:51:13 +0530] "GET /online/homepage.jsp HTTP/1.1" 200 2304
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:51:15 +0530] "GET /fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:51:15 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:51:15 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:51:34 +0530] "GET /online/InsertAdmin.jsp HTTP/1.1" 200 5972
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:51:34 +0530] "GET /online/InsertAdmin.jsp HTTP/1.1" 200 5972
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:51:34 +0530] "GET /online/images/favicon.ico HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:51:42 +0530] "GET /online/loginadmin?a_id=A001&pass=1234&name=Ravi HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:51:43 +0530] "GET /online/afterlogin1.jsp HTTP/1.1" 200 2319
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:51:45 +0530] "GET /fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:51:45 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:51:45 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:54:42 +0530] "GET /online/admindash.jsp HTTP/1.1" 200 7404
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:54:43 +0530] "GET /online/img/favicon.ico HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:54:49 +0530] "GET /online/insertsubject.jsp HTTP/1.1" 200 1109
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:54:49 +0530] "GET /online/four.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:56:25 +0530] "GET /online/exam.jsp?ones=java HTTP/1.1" 200 1608
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:56:25 +0530] "GET /online/sunset.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:57:24 +0530] "GET /fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:57:24 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:57:24 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:57:26 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 5036
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:58:54 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 5036
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:58:55 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 5036
0:0:0:0:0:0:0:1 - - [18/Jan/2023:21:59:37 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 5036
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:03:55 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 5036
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:03:58 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 5036
127.0.0.1 - - [18/Jan/2023:22:07:20 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:07:26 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4382
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:07:26 +0530] "GET /online/min.css HTTP/1.1" 200 5624
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:07:36 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4382
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:07:37 +0530] "GET /online/min.css HTTP/1.1" 200 5624
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:07:37 +0530] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:10:22 +0530] "GET /online/aboutus.jsp/ HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:10:27 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4482
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:10:27 +0530] "GET /online/download.png HTTP/1.1" 200 2024
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:10:30 +0530] "GET /online/homepage.jsp HTTP/1.1" 200 2304
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:10:30 +0530] "GET /online/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 160308
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:10:30 +0530] "GET /online/templatemo-grad-school.css HTTP/1.1" 200 29681
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:10:30 +0530] "GET /online/assets/css/owl.css HTTP/1.1" 200 4928
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:10:30 +0530] "GET /online/fontawesome.css HTTP/1.1" 200 23742
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:10:30 +0530] "GET /online/assets/css/lightbox.css HTTP/1.1" 200 3828
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:10:30 +0530] "GET /fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:10:30 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 206 6129513
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:10:31 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:10:31 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:10:50 +0530] "GET /online/InsertAdmin.jsp HTTP/1.1" 200 5972
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:10:50 +0530] "GET /online/style.css HTTP/1.1" 200 2352
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:10:50 +0530] "GET /online/css/responsive.css HTTP/1.1" 200 272
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:10:50 +0530] "GET /online/css/bootstrap.min.css HTTP/1.1" 200 140936
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:10:50 +0530] "GET /online/css/style.css HTTP/1.1" 200 6036
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:10:50 +0530] "GET /online/css/reset.css HTTP/1.1" 200 1098
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:10:50 +0530] "GET /online/js/jquery.min.js HTTP/1.1" 200 86927
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:10:50 +0530] "GET /online/js/bootstrap.min.js HTTP/1.1" 200 58313
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:10:50 +0530] "GET /online/js/popper.min.js HTTP/1.1" 200 20337
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:10:50 +0530] "GET /online/images/slider-item-3.jpg HTTP/1.1" 200 113976
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:10:50 +0530] "GET /online/InsertAdmin.jsp HTTP/1.1" 200 5972
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:10:51 +0530] "GET /online/images/favicon.ico HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:11:03 +0530] "GET /online/loginadmin?a_id=A001&pass=1234&name=Ravi HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:11:03 +0530] "GET /online/afterlogin1.jsp HTTP/1.1" 200 2319
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:11:06 +0530] "GET /fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:11:06 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:11:06 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:12:09 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4583
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:12:20 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4583
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:12:39 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4579
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:12:51 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4579
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:12:59 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4579
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:13:17 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4593
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:13:32 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4593
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:13:49 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4593
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:13:50 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4593
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:13:50 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4593
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:15:30 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4601
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:15:34 +0530] "GET /fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:15:38 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4601
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:15:55 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4600
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:16:06 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4588
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:16:40 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4629
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:17:09 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4592
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:17:36 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4598
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:17:44 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4581
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:17:54 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4581
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:19:26 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4582
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:20:23 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4603
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:21:32 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4609
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:21:38 +0530] "GET /online/homepage.jsp HTTP/1.1" 200 2304
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:21:38 +0530] "GET /fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:21:38 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:21:38 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:23:10 +0530] "GET /online/homepage.jsp HTTP/1.1" 200 2304
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:23:10 +0530] "GET /fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:23:10 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:23:10 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
127.0.0.1 - - [18/Jan/2023:22:25:34 +0530] "GET / HTTP/1.1" 404 751
127.0.0.1 - - [18/Jan/2023:22:26:14 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:27:18 +0530] "GET /online/homepage.jsp HTTP/1.1" 200 2304
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:27:25 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4542
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:27:51 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4542
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:28:22 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4507
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:28:26 +0530] "GET /fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:28:26 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:28:26 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:28:52 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4521
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:28:53 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4521
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:28:54 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4521
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:29:15 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4543
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:29:37 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4550
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:30:17 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4538
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:30:41 +0530] "GET /online/homepage.jsp HTTP/1.1" 200 2304
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:30:41 +0530] "GET /fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:30:41 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:30:41 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:30:51 +0530] "GET /online/homepage.jsp HTTP/1.1" 200 2304
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:30:51 +0530] "GET /fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:30:51 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:30:51 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:31:19 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4566
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:31:20 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4566
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:31:21 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4566
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:31:21 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4566
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:31:22 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4566
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:31:26 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4566
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:31:41 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4579
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:31:56 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4579
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:32:02 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4579
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:32:08 +0530] "GET /online/homepage.jsp HTTP/1.1" 200 2304
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:32:08 +0530] "GET /fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:32:08 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:32:08 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:32:15 +0530] "GET /online/edit?tname=&btn1=edit HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:32:15 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4569
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:35:36 +0530] "GET /online/homepage.jsp HTTP/1.1" 200 2304
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:35:36 +0530] "GET /online/fontawesome.css HTTP/1.1" 200 23742
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:35:36 +0530] "GET /online/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 160308
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:35:36 +0530] "GET /online/templatemo-grad-school.css HTTP/1.1" 200 29681
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:35:36 +0530] "GET /online/assets/css/owl.css HTTP/1.1" 200 4928
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:35:36 +0530] "GET /online/assets/css/lightbox.css HTTP/1.1" 200 3828
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:35:37 +0530] "GET /fonts/fontawesome-webfont.eot? HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:35:37 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:35:37 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:35:37 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 206 6129513
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:35:45 +0530] "GET /online/homepage.jsp HTTP/1.1" 200 2304
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:35:45 +0530] "GET /fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:35:45 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:35:45 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:35:49 +0530] "GET /online/InsertAdmin.jsp HTTP/1.1" 200 5972
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:35:49 +0530] "GET /online/InsertAdmin.jsp HTTP/1.1" 200 5972
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:36:37 +0530] "GET /online/InsertAdmin.jsp HTTP/1.1" 200 5972
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:36:37 +0530] "GET /online/InsertAdmin.jsp HTTP/1.1" 200 5972
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:37:25 +0530] "GET /online/loginadmin?a_id=A001&pass=1234&name=Ravi HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:37:25 +0530] "GET /online/afterlogin1.jsp HTTP/1.1" 200 2319
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:37:27 +0530] "GET /fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:37:27 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:37:28 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:37:48 +0530] "GET /fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:37:51 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
